user_id,zipcode,state,cc_number,cc_limit
20634829,05445,VT,7133872420634829,7000
67721242,10001,NY,1837965567721242,10000
69145562,98060,WA,5825586669145562,8000
56671923,03280,NH,5612049556671923,2000
21213633,61738,IL,7895159721213633,10000
37635404,03280,NH,6975518437635404,9000
67887248,03280,NH,4017855767887248,20000
73538306,61738,IL,8751020373538306,4000
21995363,25134,WV,5781137921995363,6000
65488176,10001,NY,3488778165488176,20000
39749500,25134,WV,9444638397495000,8000
34813543,78384,TX,4747794034813543,4000
64425932,03280,NH,3618988064425932,5000
59474370,18612,PA,6963947359474370,3000
65343962,15342,PA,5521815465343962,10000
70824163,01101,MA,9859255170824163,5000
93978924,17968,PA,6796628893978924,4000
64286730,98401,WA,3548574264286730,10000
63542474,05445,VT,2379030963542474,9000
96358025,03280,NH,5735764296358025,20000
24683001,03280,NH,1636904424683001,15000
47913790,73101,OK,4492273047913790,5000
88934006,10001,NY,2449746888934006,20000
73891437,03280,NH,3270468973891437,12000
80190347,60290,IL,2901596780190347,9000
4314021,24283,VA,8719459904314021,5000
11501314,43824,OH,5052081611501314,6000
65668190,00690,PR,9899954865668190,8000
51777235,12421,NY,9098098851777235,10000
75154620,03280,NH,2089148575154620,10000
594227,05470,VT,2032505500594227,2000
355499,94101,CA,4983109900355499,18000
27258302,03280,NH,1489915827258302,20000
55436541,61738,IL,5310235554365410,9000
70430645,03280,NH,1985346170430645,12000
8391318,02809,RI,2847088008391318,10000
5021918,13135,NY,1317659405021918,5000
62575773,13673,NY,9793113362575773,2000
48224005,03280,NH,7302808948224005,12000
84840686,03280,NH,3008407584840686,10000
60008194,04101,ME,9952136060008194,7000
70204308,61738,IL,6511827020430800,10000
78568001,03280,NH,7516023678568001,8000
30497009,15342,PA,9233679130497009,7000
62661074,98060,WA,9305026162661074,14000
50947974,15342,PA,6788081850947974,12000
90650864,61738,IL,4321915790650864,20000
41635323,15342,PA,9140293941635323,4000
83189259,03280,NH,5084210783189259,12000
75539390,03280,NH,1465044175539390,10000
55933553,03280,NH,5341016955933553,10000
77200484,03280,NH,1079583977200484,2000
70358890,03280,NH,1977008470358890,20000
73674256,18612,PA,9688437073674256,3000
68393222,03846,NH,3091157568393222,6000
73596272,25134,WV,2914312573596272,5000
94699607,03280,NH,4266502094699607,18000
1244874,61738,IL,7576467012448740,7000
89293584,03280,NH,6931539489293584,7000
85171493,15342,PA,5602517851714930,4000
28686719,10001,NY,6676301428686719,8000
28265305,03280,NH,5942598728265305,16000
58281001,90001,CA,1992714958281001,20000
25439009,03280,NH,6703080325439009,5000
89789105,10001,NY,8208469589789105,2000
15693553,61738,IL,9219134315693553,8000
61402651,03280,NH,6649576461402651,20000
52515605,87701,NM,9944344052515605,12000
72987018,03280,NH,2694717172987018,16000
63543705,03280,NH,4988681463543705,10000
70846653,05342,VT,7638571170846653,5000
96966056,02725,MA,6635823396966056,4000
16153662,03846,NH,4388433316153662,10000
66545357,15342,PA,2534412766545357,15000
44014275,25134,WV,6864747644014275,10000
77897422,15342,PA,2134767789742200,8000
12911738,03280,NH,8732294212911738,14000
38646047,03280,NH,5766920938646047,18000
38019115,18612,PA,6637529338019115,8000
10538689,03280,NH,1490602010538689,9000
76527170,03280,NH,9198560976527170,12000
87351977,03280,NH,6019921787351977,20000
19940134,17968,PA,2512082219940134,14000
64868605,03280,NH,2343372064868605,2000
32671922,64101,MO,1241234132671922,8000
52545720,03280,NH,8174662252545720,10000
77975153,10001,NY,7089218977975153,6000
9689230,61738,IL,1608998809689230,10000
78478051,21719,MD,8868498778478051,10000
21721758,14808,NY,2401236321721758,18000
10912905,03280,NH,2014524310912905,20000
21342262,02173,MA,9709399321342262,10000
15401414,03280,NH,9143556815401414,12000
45246658,78384,TX,3953867745246658,10000
7547036,03280,NH,2015180507547036,6000
67854912,10001,NY,3649276467854912,10000
4855825,03280,NH,4703825604855825,5000
52433731,83701,ID,8195843452433731,16000
66958367,03280,NH,4532715669583670,20000
91573022,03280,NH,6064916491573022,20000
91872268,61738,IL,4681377891872268,3000
92649358,15342,PA,1382135692649358,5000
92776935,03280,NH,4683399892776935,7000
6444100,15201,PA,4366709206444100,10000
84538057,50103,IA,3629673484538057,14000
49246707,08011,NJ,8702239949246707,4000
19615654,18612,PA,9980760819615654,10000
40610041,03280,NH,9055231340610041,14000
75596198,05820,VT,9852028875596198,10000
54762087,03280,NH,8096026254762087,8000
18866426,03280,NH,4186122918866426,10000
65302609,03280,NH,4589776265302609,10000
15772441,03280,NH,9423907815772441,8000
22550934,03280,NH,6301003522550934,12000
12327418,03280,NH,3345289412327418,15000
94960990,90001,CA,4363586894960990,10000
97988624,10001,NY,8326519097988624,18000
41940712,15342,PA,6284682741940712,4000
96539801,30434,GA,6682680696539801,6000
58215085,18612,PA,3234606258215085,5000
87768226,03280,NH,4855775087768226,7000
78905660,03280,NH,8894441978905660,9000
49515743,03280,NH,5228458449515743,7000
2822533,16720,PA,7480387602822533,14000
98034938,45201,OH,7885459398034938,10000
11910433,61738,IL,5691493511910433,12000
20395684,30434,GA,4035680520395684,12000
57869834,33601,FL,5487348578698340,20000
82771676,03280,NH,4178765182771676,15000
96069187,14001,NY,5891233096069187,8000
25755006,18612,PA,8236391425755006,16000
96430797,03280,NH,3659419696430797,20000
64612812,46201,IN,5436704064612812,20000
60355007,03280,NH,6712131760355007,8000
73801611,04422,ME,8142360173801611,20000
82737383,08022,NJ,9246148882737383,15000
8300425,03280,NH,2097482108300425,8000
66340078,03280,NH,3626904366340078,6000
85701317,03280,NH,7199067385701317,8000
43238681,15342,PA,9074741943238681,10000
26753256,15201,PA,2824510826753256,10000
47925985,10001,NY,1094233147925985,5000
17371730,10001,NY,8154720317371730,20000
33946956,18612,PA,9213352133946956,10000
47060213,03280,NH,1184523947060213,10000
93357426,45201,OH,8500470993357426,10000
